T(K)	P(bar)	rho_kgm3	VP_kms	VS_kms	Cp_Jm3K	alpha_pK	KS_bar	GS_bar
2092.31	29897.4	3490.2	7.75437	4.24374	4130790	3.18111e-05	1260580	628562
2092.31	31153.8	3496.81	7.77769	4.25499	4137120	3.16138e-05	1271180	633094
2092.31	32410.3	3503.35	7.80081	4.26607	4143370	3.14187e-05	1281760	637586
2092.31	33666.7	3509.8	7.82364	4.27703	4149520	3.12277e-05	1292260	642046
2092.31	34923.1	3516.17	7.8462	4.28781	4155590	3.1039e-05	1302710	646457
2092.31	36179.5	3522.45	7.8685	4.29847	4161580	3.08542e-05	1313080	650837
2092.31	37435.9	3528.63	7.8904	4.30884	4167440	3.06712e-05	1323370	655129
2092.31	38692.3	3534.71	7.91191	4.3191	4173200	3.04939e-05	1333490	659388
2092.31	39948.7	3540.71	7.93318	4.32917	4178880	3.03182e-05	1343570	663590
2092.31	41205.1	3546.61	7.95405	4.33904	4184450	3.0146e-05	1353530	667731
2092.31	42461.5	3552.41	7.9745	4.34865	4189890	2.99765e-05	1363360	671786
2092.31	43717.9	3558.09	7.99447	4.358	4195220	2.98107e-05	1373020	675757
2092.31	44974.4	3563.71	8.01424	4.36722	4200470	2.96467e-05	1382640	679694
2092.31	46230.8	3569.2	8.03344	4.37613	4205580	2.94862e-05	1392070	683519
2092.31	47487.2	3574.59	8.05223	4.38479	4210590	2.93284e-05	1401360	687265
2092.31	48743.6	3579.87	8.07052	4.39318	4215460	2.91739e-05	1410460	690915
2092.31	50000	3585.06	8.08845	4.40132	4220220	2.90211e-05	1419470	694484
2128.21	1000	3034.15	5.83538	3.46128	3815140	6.30621e-05	548506	363505
2128.21	2256.41	3050.6	5.85722	3.48156	3825260	6.22006e-05	553542	369770
2128.21	3512.82	3082.37	5.95187	3.53463	3845690	6.01898e-05	578457	385099
2128.21	4769.23	3100.55	6.03005	3.56275	3843710	5.73936e-05	602662	393559
2128.21	6025.64	3110.44	6.09516	3.57602	3831220	5.44699e-05	625211	397761
2128.21	7282.05	3119.54	6.1532	3.58796	3821630	5.20009e-05	645658	401593
2128.21	8538.46	3128	6.2055	3.59878	3814210	4.98819e-05	664387	405114
2128.21	9794.87	3135.96	6.25321	3.60872	3808500	4.80396e-05	681719	408392
2128.21	11051.3	3143.51	6.29739	3.61805	3804140	4.64155e-05	697965	411494
2128.21	12307.7	3150.71	6.33842	3.62676	3800850	4.49701e-05	713251	414425
2128.21	13564.1	3157.63	6.37693	3.63503	3798460	4.36734e-05	727747	417232
2128.21	14820.5	3165.84	6.41411	3.64514	3799100	4.25231e-05	741593	420647
2128.21	16076.9	3181.74	6.45331	3.66617	3812220	4.16177e-05	754838	427652
2128.21	17333.3	3198.54	6.49085	3.68809	3827410	4.08338e-05	767493	435066
2128.21	18589.7	3216.47	6.52741	3.71124	3844850	4.01538e-05	779758	443015
2128.21	19846.2	3256.38	6.69008	3.78942	3890650	4.00555e-05	833989	467607
2128.21	21102.6	3289.72	6.77893	3.84447	3929390	3.97757e-05	863465	486218
2128.21	22359	3344.88	6.96442	3.94335	3992950	3.88953e-05	928870	520128
2128.21	23615.4	3408.86	7.32348	4.07443	4056160	3.55151e-05	1073750	565902
2128.21	24871.8	3439.48	7.51218	4.13926	4086130	3.37936e-05	1155260	589303
2128.21	26128.2	3461.47	7.64731	4.18652	4108640	3.27028e-05	1215390	606690
2128.21	27384.6	3469.17	7.67724	4.20014	4116140	3.24517e-05	1228720	612003
2128.21	28641	3476.06	7.70139	4.21184	4122750	3.22435e-05	1239520	616638
2128.21	29897.4	3482.85	7.72526	4.2234	4129260	3.20396e-05	1250230	621239
2128.21	31153.8	3489.58	7.74892	4.23484	4135700	3.18387e-05	1260920	625815
2128.21	32410.3	3496.19	7.7722	4.24602	4142010	3.16407e-05	1271520	630318
2128.21	33666.7	3502.72	7.79522	4.25709	4148240	3.14467e-05	1282050	634791
2128.21	34923.1	3509.17	7.818	4.26803	4154380	3.12558e-05	1292530	639233
2128.21	36179.5	3515.52	7.84045	4.27878	4160430	3.10681e-05	1302930	643620
2128.21	37435.9	3521.81	7.86269	4.28939	4166400	3.08828e-05	1313290	647972
2128.21	38692.3	3527.99	7.88458	4.29984	4172270	3.07017e-05	1323530	652277
2128.21	39948.7	3534.08	7.90609	4.31008	4178030	3.05236e-05	1333670	656518
2128.21	41205.1	3540.09	7.9273	4.32015	4183710	3.03486e-05	1343720	660710
2128.21	42461.5	3546	7.94815	4.32999	4189270	3.0176e-05	1353670	664833
2128.21	43717.9	3551.82	7.96868	4.33965	4194740	3.00064e-05	1363530	668900
2128.21	44974.4	3557.47	7.98847	4.34892	4200030	2.98412e-05	1373120	672829
2128.21	46230.8	3563.12	8.00826	4.35816	4205300	2.96773e-05	1382750	676763
2128.21	47487.2	3568.63	8.02753	4.36712	4210430	2.95166e-05	1392200	680601
2128.21	48743.6	3574.07	8.04647	4.37585	4215470	2.93577e-05	1401570	684365
2128.21	50000	3579.34	8.06465	4.38421	4220320	2.92042e-05	1410620	687996
2164.1	1000	3036.23	5.76137	3.46426	3884800	6.982e-05	521985	364381
2164.1	2256.41	3054.06	5.78389	3.48677	3893240	6.86653e-05	526618	371300
2164.1	3512.82	3077.13	5.85069	3.52148	3898140	6.62174e-05	544533	381589
2164.1	4769.23	3089.48	5.93789	3.53868	3874460	6.17188e-05	573474	386873
2164.1	6025.64	3100.52	6.01364	3.55379	3856550	5.80564e-05	599168	391577
2164.1	7282.05	3110.53	6.08023	3.56717	3842830	5.50209e-05	622196	395806
2164.1	8538.46	3119.73	6.13958	3.57922	3832250	5.24615e-05	643082	399663
2164.1	9794.87	3128.28	6.19297	3.59011	3824040	5.02712e-05	662182	403202
2164.1	11051.3	3136.32	6.24197	3.60028	3817690	4.83668e-05	679940	406530
2164.1	12307.7	3143.93	6.28695	3.60965	3812790	4.66947e-05	696474	409640
2164.1	13564.1	3151.19	6.32885	3.6185	3809060	4.52103e-05	712052	412603
2164.1	14820.5	3163.52	6.37175	3.63472	3814320	4.39541e-05	727112	417940
2164.1	16076.9	3179.83	6.4144	3.65644	3826750	4.291e-05	741488	425128
2164.1	17333.3	3196.94	6.45495	3.67887	3841310	4.20081e-05	755147	432676
2164.1	18589.7	3215.06	6.49423	3.70233	3858070	4.12226e-05	768356	440695
2164.1	19846.2	3252.83	6.65999	3.77839	3899950	4.10061e-05	823632	464382
2164.1	21102.6	3285.16	6.74854	3.83171	3936670	4.06205e-05	853054	482327
2164.1	22359	3320.65	6.84548	3.89133	3977620	4.02777e-05	885637	502828
2164.1	23615.4	3369.97	7.08342	3.98611	4026310	3.80068e-05	976935	535458
2164.1	24871.8	3414.19	7.35634	4.07842	4067230	3.52088e-05	1090420	567901
2164.1	26128.2	3443.09	7.53647	4.13999	4095510	3.35844e-05	1168780	590128
2164.1	27384.6	3461.6	7.64757	4.17932	4114350	3.26872e-05	1218350	604629
2164.1	28641	3468.57	7.67192	4.19117	4121040	3.24765e-05	1229160	609287
2164.1	29897.4	3475.46	7.69604	4.20289	4127640	3.22693e-05	1239930	613915
2164.1	31153.8	3482.24	7.71981	4.21441	4134130	3.20658e-05	1250610	618491
2164.1	32410.3	3488.95	7.74335	4.22581	4140540	3.18658e-05	1261240	623037
2164.1	33666.7	3495.58	7.76669	4.23705	4146870	3.1668e-05	1271850	627548
2164.1	34923.1	3502.1	7.78963	4.2481	4153080	3.14746e-05	1282350	632003
2164.1	36179.5	3508.57	7.81245	4.25906	4159240	3.12833e-05	1292850	636440
2164.1	37435.9	3514.94	7.83491	4.26984	4165300	3.1096e-05	1303240	640827
2164.1	38692.3	3521.21	7.85704	4.28044	4171250	3.0912e-05	1313540	645160
2164.1	39948.7	3527.39	7.87886	4.29084	4177100	3.07308e-05	1323760	649440
2164.1	41205.1	3533.48	7.90034	4.30106	4182860	3.05526e-05	1333890	653663
2164.1	42461.5	3539.49	7.92148	4.3111	4188520	3.03778e-05	1343910	657834
2164.1	43717.9	3545.42	7.94237	4.32099	4194100	3.02055e-05	1353880	661962
2164.1	44974.4	3551.23	7.96279	4.33062	4199560	3.00365e-05	1363690	666007
2164.1	46230.8	3556.96	7.98285	4.34005	4204910	2.98706e-05	1373380	669988
2164.1	47487.2	3562.58	8.0025	4.34922	4210160	2.97072e-05	1382960	673889
2164.1	48743.6	3568.11	8.02176	4.35817	4215290	2.95465e-05	1392410	677715
2164.1	50000	3573.54	8.0406	4.3669	4220320	2.93889e-05	1401710	681468
2200	1000	3038.7	5.67562	3.47	3978860	7.89198e-05	490995	365887
2200	2256.41	3056.1	5.7049	3.49148	3974920	7.65346e-05	497900	372553
2200	3512.82	3065.11	5.75269	3.49825	3944800	7.21376e-05	514217	375100
2200	4769.23	3076.88	5.83118	3.51249	3915020	6.72147e-05	540071	379613
2200	6025.64	3089.37	5.92012	3.52976	3889230	6.25332e-05	569541	384912
2200	7282.05	3100.54	5.99744	3.54495	3869670	5.87274e-05	595731	389634
2200	8538.46	3110.66	6.06552	3.55846	3854670	5.55777e-05	619240	393892
2200	9794.87	3119.96	6.12616	3.57061	3843070	5.29272e-05	640551	397772
2200	11051.3	3128.93	6.18487	3.58262	3833710	5.056e-05	661424	401605
2200	12307.7	3136.7	6.23066	3.59186	3827000	4.86994e-05	678131	404680
2200	13564.1	3144.61	6.27677	3.60169	3821890	4.69804e-05	695009	407925
2200	14820.5	3160.86	6.32701	3.62394	3831050	4.55591e-05	711840	415115
2200	16076.9	3177.57	6.37355	3.64631	3842430	4.4344e-05	727497	422476
2200	17333.3	3194.99	6.41744	3.66925	3856110	4.32986e-05	742274	430154
2200	18589.7	3213.31	6.45965	3.69303	3872010	4.23895e-05	756489	438246
2200	19846.2	3232.71	6.50102	3.71797	3890190	4.15904e-05	770423	446868
2200	21102.6	3280.34	6.71642	3.81856	3944460	4.15406e-05	842010	478318
2200	22359	3314.18	6.81155	3.87515	3982460	4.1078e-05	874106	497684
2200	23615.4	3336.81	6.88013	3.91225	4005440	4.05051e-05	898554	510722
2200	24871.8	3377.76	7.12882	3.99481	4039670	3.75482e-05	997863	539040
2200	26128.2	3419.18	7.38786	4.08178	4077890	3.4915e-05	1106650	569667
2200	27384.6	3446.48	7.56007	4.14033	4104620	3.3381e-05	1182080	590809
2200	28641	3461.06	7.6425	4.17048	4119300	3.2711e-05	1218900	601979
2200	29897.4	3468.02	7.66675	4.18229	4125960	3.25011e-05	1229650	606610
2200	31153.8	3474.89	7.69077	4.19397	4132540	3.22944e-05	1240380	611212
2200	32410.3	3481.68	7.71451	4.20548	4139020	3.20912e-05	1251040	615773
2200	33666.7	3488.38	7.73802	4.21688	4145420	3.18914e-05	1261660	620306
2200	34923.1	3495	7.76126	4.22811	4151740	3.16947e-05	1272230	624798
2200	36179.5	3501.53	7.78421	4.23917	4157950	3.15014e-05	1282720	629246
2200	37435.9	3507.98	7.80691	4.25011	4164090	3.13113e-05	1293160	633661
2200	38692.3	3514.38	7.82946	4.26094	4170170	3.11237e-05	1303590	638058
2200	39948.7	3520.62	7.85139	4.27144	4176070	3.09404e-05	1313810	642344
2200	41205.1	3526.83	7.87326	4.28189	4181950	3.07593e-05	1324040	646630
2200	42461.5	3532.92	7.89468	4.2921	4187690	3.05818e-05	1334140	650840
2200	43717.9	3538.94	7.91587	4.30217	4193370	3.04067e-05	1344190	655013
2200	44974.4	3544.86	7.93664	4.31201	4198930	3.02349e-05	1354100	659112
2200	46230.8	3550.68	7.95702	4.32162	4204380	3.00661e-05	1363890	663140
2200	47487.2	3556.42	7.97709	4.33106	4209740	2.98999e-05	1373600	667115
2200	48743.6	3562.08	7.99683	4.34029	4215010	2.9736e-05	1383220	671027
2200	50000	3567.61	8.01605	4.34923	4220140	2.95756e-05	1392650	674844
